Album Name,Artist,Release Date,Total Tracks,Song Name,Duration (ms),Explicit,Track Number,Lyrics,Tokenized Lyrics,Theme,Theme Count,Raw Theme,Raw Theme Count,Sentiment,Tokenized Sentiment,Album Theme
The Queen Is Dead,The Smiths,1987-09-28,10,I Know It's Over,349186,False,3," Oh, Mother, I can feel The soil falling over my head And as I climb into an empty bed Oh well, enough said    I know it's over, still I cling I don't know where else I can go Over    Oh, Mother, I can feel The soil falling over my head See, the sea wants to take me, the knife wants to slit me Do you think you can help me? Sad veiled bride, please be happy Handsome groom, give her room Loud, loutish lover, treat her kindly Though she needs you more than she loves you    And I know it's over, still I cling I don't know where else I can go Over and over and over and over, over and over I know it's over, and it never really began But in my heart it was so real And you even spoke to me, and said You might also like  ""If you're so funny Then why are you on your own tonight? And if you're so clever Then why are you on your own tonight? If you're so very entertaining Then why are you on your own tonight? If you're so very good-looking Why do you sleep alone tonight? I know, 'cause tonight is just like any other night That's why you're on your own tonight With your triumphs and your charms While they're in each other's arms""    It's so easy to laugh, it's so easy to hate It takes strength to be gentle and kind Over, over, over, over It's so easy to laugh, it's so easy to hate It takes guts to be gentle and kind Over, over Love is natural and real But not for you, my love Not tonight, my love Love is natural and real But not for such as you and I My love ","['Oh', ',', 'Mother', ',', 'feel', 'soil', 'falling', 'head', 'climb', 'empty', 'bed', 'Oh', 'well', ',', 'enough', 'said', 'know', ""'s"", ',', 'still', 'cling', ""n't"", 'know', 'else', 'go', 'Oh', ',', 'Mother', ',', 'feel', 'soil', 'falling', 'head', 'See', ',', 'sea', 'wants', 'take', ',', 'knife', 'wants', 'slit', 'think', 'help', '?', 'Sad', 'veiled', 'bride', ',', 'please', 'happy', 'Handsome', 'groom', ',', 'give', 'room', 'Loud', ',', 'loutish', 'lover', ',', 'treat', 'kindly', 'Though', 'needs', 'loves', 'know', ""'s"", ',', 'still', 'cling', ""n't"", 'know', 'else', 'go', ',', 'know', ""'s"", ',', 'never', 'really', 'began', 'heart', 'real', 'even', 'spoke', ',', 'said', 'might', 'also', 'like', '``', ""'re"", 'funny', 'tonight', '?', ""'re"", 'clever', 'tonight', '?', ""'re"", 'entertaining', 'tonight', '?', ""'re"", 'good-looking', 'sleep', 'alone', 'tonight', '?', 'know', ',', ""'cause"", 'tonight', 'like', 'night', ""'s"", ""'re"", 'tonight', 'triumphs', 'charms', ""'re"", ""'s"", 'arms', ""''"", ""'s"", 'easy', 'laugh', ',', ""'s"", 'easy', 'hate', 'takes', 'strength', 'gentle', 'kind', ',', ',', ',', ""'s"", 'easy', 'laugh', ',', ""'s"", 'easy', 'hate', 'takes', 'guts', 'gentle', 'kind', ',', 'Love', 'natural', 'real', ',', 'love', 'tonight', ',', 'love', 'Love', 'natural', 'real', 'love']",Love,"{'Love': 6, 'Death': 0, 'Joy': 1, 'Sorrow': 5}",Love,"{'Love': 0, 'Death': 0, 'Joy': 0, 'Sorrow': 0}",0.999,0.998,Love
The Queen Is Dead,The Smiths,1987-09-28,10,Never Had No One Ever,218373,False,4," When you walk without ease On these streets where you were raised I had a really bad dream It lasted twenty years, seven months And twenty-seven days, and I know    I know that I never, ever, oh, weh, woah Had no one ever    Now I'm outside your house, I'm alone And I'm outside your house I hate to intrude, oh, alone, I'm alone I'm alone, I'm alone, I'm alone, I'm alone    And I never, never, oh, woah, woah Had no one ever I never had no one ever I never had no, no one ever Had no one ever, never No ","['walk', 'without', 'ease', 'streets', 'raised', 'really', 'bad', 'dream', 'lasted', 'twenty', 'years', ',', 'seven', 'months', 'twenty-seven', 'days', ',', 'know', 'know', 'never', ',', 'ever', ',', 'oh', ',', 'weh', ',', 'woah', 'one', 'ever', ""'m"", 'outside', 'house', ',', ""'m"", 'alone', ""'m"", 'outside', 'house', 'hate', 'intrude', ',', 'oh', ',', 'alone', ',', ""'m"", 'alone', ""'m"", 'alone', ',', ""'m"", 'alone', ',', ""'m"", 'alone', ',', ""'m"", 'alone', 'never', ',', 'never', ',', 'oh', ',', 'woah', ',', 'woah', 'one', 'ever', 'never', 'one', 'ever', 'never', ',', 'one', 'ever', 'one', 'ever', ',', 'never']",Sorrow,"{'Love': 0, 'Death': 0, 'Joy': 0, 'Sorrow': 7}",Sorrow,"{'Love': 0, 'Death': 0, 'Joy': 0, 'Sorrow': 0}",-0.9599,-0.954,Love
The Queen Is Dead,The Smiths,1987-09-28,10,Cemetry Gates,161040,False,5," A dreaded sunny day So I meet you at the cemetery gates Keats and Yeats are on your side A dreaded sunny day So I meet you at the cemetery gates Keats and Yeats are on your side While Wilde is on mine    So we go inside and we gravely read the stones All those people, all those lives Where are they now? With-a loves and hates and passions just like mine They were born, and then they lived And then they died Seems so unfair, I want to cry    You say, ""'Ere thrice the sun done salutation to the dawn"" And you claim these words as your own But I've read well and I've heard them said A hundred times, maybe less, maybe more    If you must write prose and poems The words you use should be your own Don't plagiarise or take on loan 'Cause there's always someone, somewhere With a big nose, who knows And who trips you up and laughs when you fall Who'll trip you up and laugh when you fall You might also like  You say, ""'Ere long done do does did"" Words which could only be your own And then produce the text from whence was ripped Some dizzy whore, 1804  ","['dreaded', 'sunny', 'day', 'meet', 'cemetery', 'gates', 'Keats', 'Yeats', 'side', 'dreaded', 'sunny', 'day', 'meet', 'cemetery', 'gates', 'Keats', 'Yeats', 'side', 'Wilde', 'mine', 'go', 'inside', 'gravely', 'read', 'stones', 'people', ',', 'lives', '?', 'With-a', 'loves', 'hates', 'passions', 'like', 'mine', 'born', ',', 'lived', 'died', 'Seems', 'unfair', ',', 'want', 'cry', 'say', ',', '``', ""'Ere"", 'thrice', 'sun', 'done', 'salutation', 'dawn', ""''"", 'claim', 'words', ""'ve"", 'read', 'well', ""'ve"", 'heard', 'said', 'hundred', 'times', ',', 'maybe', 'less', ',', 'maybe', 'must', 'write', 'prose', 'poems', 'words', 'use', ""n't"", 'plagiarise', 'take', 'loan', ""'Cause"", ""'s"", 'always', 'someone', ',', 'somewhere', 'big', 'nose', ',', 'knows', 'trips', 'laughs', 'fall', ""'ll"", 'trip', 'laugh', 'fall', 'might', 'also', 'like', 'say', ',', '``', ""'Ere"", 'long', 'done', ""''"", 'Words', 'could', 'produce', 'text', 'whence', 'ripped', 'dizzy', 'whore', ',', '1804']",Death,"{'Love': 0, 'Death': 1, 'Joy': 1, 'Sorrow': 1}",Death,"{'Love': 0, 'Death': 0, 'Joy': 0, 'Sorrow': 0}",0.2583,-0.4767,Love
The Queen Is Dead,The Smiths,1987-09-28,10,Bigmouth Strikes Again,193320,False,6," Sweetness, sweetness I was only joking when I said I'd like to smash every tooth in your head Oh-oh, sweetness, sweetness I was only joking when I said By rights you should be bludgeoned in your bed    And now I know how Joan of Arc felt Now I know how Joan of Arc felt As the flames rose to her Roman nose And her Walkman started to melt (Ah)    Bigmouth, la-da-da-da-da Bigmouth la-da-da-da Bigmouth strikes again And I've got no right to take my place With the human race, oh, oh, oh-oh Bigmouth la-da-da-da-da Bigmouth la-da-da-da Bigmouth strikes again And I've got no right to take my place With the human race You might also like  And now I know how Joan of Arc felt Now I know how Joan of Arc felt (Oh-oh-oh) As the flames rose to her Roman nose And her hearing aid started to melt (Ah)  ","['Sweetness', ',', 'sweetness', 'joking', 'said', ""'d"", 'like', 'smash', 'every', 'tooth', 'head', 'Oh-oh', ',', 'sweetness', ',', 'sweetness', 'joking', 'said', 'rights', 'bludgeoned', 'bed', 'know', 'Joan', 'Arc', 'felt', 'know', 'Joan', 'Arc', 'felt', 'flames', 'rose', 'Roman', 'nose', 'Walkman', 'started', 'melt', '(', 'Ah', ')', 'Bigmouth', ',', 'la-da-da-da-da', 'Bigmouth', 'la-da-da-da', 'Bigmouth', 'strikes', ""'ve"", 'got', 'right', 'take', 'place', 'human', 'race', ',', 'oh', ',', 'oh', ',', 'oh-oh', 'Bigmouth', 'la-da-da-da-da', 'Bigmouth', 'la-da-da-da', 'Bigmouth', 'strikes', ""'ve"", 'got', 'right', 'take', 'place', 'human', 'race', 'might', 'also', 'like', 'know', 'Joan', 'Arc', 'felt', 'know', 'Joan', 'Arc', 'felt', '(', 'Oh-oh-oh', ')', 'flames', 'rose', 'Roman', 'nose', 'hearing', 'aid', 'started', 'melt', '(', 'Ah', ')']",Love,"{'Love': 4, 'Death': 0, 'Joy': 0, 'Sorrow': 4}",Sorrow,"{'Love': 0, 'Death': 0, 'Joy': 0, 'Sorrow': 0}",0.9042,0.9393,Love
The Queen Is Dead,The Smiths,1987-09-28,10,Vicar in a Tutu,144213,False,8," I was minding my business Lifting some lead off The roof of the Holy Name church It was worthwhile living a laughable life To set my eyes on the blistering sight    Of a Vicar in a tutu He's not strange He just wants to live his life this way    A scanty bit of a thing With a decorative ring That wouldn't cover the head of a goose As Rose collects the money in a canister Who comes sliding down the bannister?    A vicar in a tutu He's not strange He just wants to live his life this way    The monkish monsignor With a head full of plaster Said ""My man, get your vile soul dry-cleaned"" As Rose counts the money in the canister As natural as rain He dances again My God! You might also like  The Vicar in a tutu Oh yeah Oh yeah, yeah, yeah, yeah, yeah Oh The Vicar in a tutu Oh yeah Oh    The next day in the pulpit With freedom and ease Combatting ignorance, dust, and disease As Rose counts the money in the canister As natural as rain He dances again and again and again  ","['minding', 'business', 'Lifting', 'lead', 'roof', 'Holy', 'Name', 'church', 'worthwhile', 'living', 'laughable', 'life', 'set', 'eyes', 'blistering', 'sight', 'Vicar', 'tutu', ""'s"", 'strange', 'wants', 'live', 'life', 'way', 'scanty', 'bit', 'thing', 'decorative', 'ring', 'would', ""n't"", 'cover', 'head', 'goose', 'Rose', 'collects', 'money', 'canister', 'comes', 'sliding', 'bannister', '?', 'vicar', 'tutu', ""'s"", 'strange', 'wants', 'live', 'life', 'way', 'monkish', 'monsignor', 'head', 'full', 'plaster', 'Said', '``', 'man', ',', 'get', 'vile', 'soul', 'dry-cleaned', ""''"", 'Rose', 'counts', 'money', 'canister', 'natural', 'rain', 'dances', 'God', '!', 'might', 'also', 'like', 'Vicar', 'tutu', 'Oh', 'yeah', 'Oh', 'yeah', ',', 'yeah', ',', 'yeah', ',', 'yeah', ',', 'yeah', 'Oh', 'Vicar', 'tutu', 'Oh', 'yeah', 'Oh', 'next', 'day', 'pulpit', 'freedom', 'ease', 'Combatting', 'ignorance', ',', 'dust', ',', 'disease', 'Rose', 'counts', 'money', 'canister', 'natural', 'rain', 'dances']",Death,"{'Love': 0, 'Death': 1, 'Joy': 0, 'Sorrow': 0}",Death,"{'Love': 0, 'Death': 0, 'Joy': 0, 'Sorrow': 0}",0.9755,0.9656,Love
The Queen Is Dead,The Smiths,1987-09-28,10,There Is a Light That Never Goes Out,244586,False,9," Take me out tonight Where there's music and there's people And they're young and alive Driving in your car I never, never want to go home Because I haven't got one anymore Take me out tonight Because I want to see people And I want to see lights Driving in your car, oh, please don't drop me home Because it's not my home, it's their home And I'm welcome no more    And if a double-decker bus crashes into us To die by your side is such a heavenly way to die And if a ten tonne truck kills the both of us To die by your side, well, the pleasure, the privilege is mine    Take me out tonight Take me anywhere I don't care, I don't care, I don't care And in the darkened underpass I thought ""Oh God, my chance has come at last"" But then a strange fear gripped me and I just couldn't ask Take me out tonight Oh, take me anywhere I don't care, I don't care, I don't care Driving in your car, I never, never want to go home Because I haven't got one La-dee-dum, oh, I haven't got one Oh-oh, oh-oh-oh You might also like  And if a double-decker bus crashes into us To die by your side is such a heavenly way to die And if a ten tonne truck kills the both of us To die by your side, well, the pleasure, the privilege is mine  ","['Take', 'tonight', ""'s"", 'music', ""'s"", 'people', ""'re"", 'young', 'alive', 'Driving', 'car', 'never', ',', 'never', 'want', 'go', 'home', ""n't"", 'got', 'one', 'anymore', 'Take', 'tonight', 'want', 'see', 'people', 'want', 'see', 'lights', 'Driving', 'car', ',', 'oh', ',', 'please', ""n't"", 'drop', 'home', ""'s"", 'home', ',', ""'s"", 'home', ""'m"", 'welcome', 'double-decker', 'bus', 'crashes', 'us', 'die', 'side', 'heavenly', 'way', 'die', 'ten', 'tonne', 'truck', 'kills', 'us', 'die', 'side', ',', 'well', ',', 'pleasure', ',', 'privilege', 'mine', 'Take', 'tonight', 'Take', 'anywhere', ""n't"", 'care', ',', ""n't"", 'care', ',', ""n't"", 'care', 'darkened', 'underpass', 'thought', '``', 'Oh', 'God', ',', 'chance', 'come', 'last', ""''"", 'strange', 'fear', 'gripped', 'could', ""n't"", 'ask', 'Take', 'tonight', 'Oh', ',', 'take', 'anywhere', ""n't"", 'care', ',', ""n't"", 'care', ',', ""n't"", 'care', 'Driving', 'car', ',', 'never', ',', 'never', 'want', 'go', 'home', ""n't"", 'got', 'one', 'La-dee-dum', ',', 'oh', ',', ""n't"", 'got', 'one', 'Oh-oh', ',', 'oh-oh-oh', 'might', 'also', 'like', 'double-decker', 'bus', 'crashes', 'us', 'die', 'side', 'heavenly', 'way', 'die', 'ten', 'tonne', 'truck', 'kills', 'us', 'die', 'side', ',', 'well', ',', 'pleasure', ',', 'privilege', 'mine']",Death,"{'Love': 6, 'Death': 8, 'Joy': 0, 'Sorrow': 1}",Death,"{'Love': 0, 'Death': 0, 'Joy': 0, 'Sorrow': 0}",-0.9697,-0.9067,Love
The Queen Is Dead,The Smiths,1987-09-28,10,Some Girls Are Bigger Than Others,197800,False,10," From the ice age to the dole age There is but one concern I have just discovered    Some girls are bigger than others Some girls are bigger than others Some girls' mothers are bigger than other girls' mothers Some girls are bigger than others Some girls are bigger than others Some girls' mothers are bigger than other girls' mothers    As Anthony said to Cleopatra As he opened a crate of ale Oh, I say    Some girls are bigger than others Some girls are bigger than others Some girls' mothers are bigger than other girls' mothers Some girls are bigger than others Some girls are bigger than others Some girls' mothers are bigger than other girls' mothers You might also like","['ice', 'age', 'dole', 'age', 'one', 'concern', 'discovered', 'girls', 'bigger', 'others', 'girls', 'bigger', 'others', 'girls', ""'"", 'mothers', 'bigger', 'girls', ""'"", 'mothers', 'girls', 'bigger', 'others', 'girls', 'bigger', 'others', 'girls', ""'"", 'mothers', 'bigger', 'girls', ""'"", 'mothers', 'Anthony', 'said', 'Cleopatra', 'opened', 'crate', 'ale', 'Oh', ',', 'say', 'girls', 'bigger', 'others', 'girls', 'bigger', 'others', 'girls', ""'"", 'mothers', 'bigger', 'girls', ""'"", 'mothers', 'girls', 'bigger', 'others', 'girls', 'bigger', 'others', 'girls', ""'"", 'mothers', 'bigger', 'girls', ""'"", 'mothers', 'might', 'also', 'like']",Love,"{'Love': 0, 'Death': 0, 'Joy': 0, 'Sorrow': 0}",Love,"{'Love': 0, 'Death': 0, 'Joy': 0, 'Sorrow': 0}",0.5023,0.3612,Love
Meat Is Murder,The Smiths,1986-06-16,36,The Headmaster Ritual,295440,False,1," Belligerent ghouls run Manchester schools Spineless swines, cemented minds    Sir leads the troops, jealous of youth Same old suit since 1962 He does the military two-step Down the nape of my neck    I want to go home I don't want to stay Give up education As a bad mistake    Mid-week on the playing fields Sir thwacks you on the knees Knees you in the groin, elbow in the face Bruises bigger than dinner plates    I want to go home I don't want to stay You might also like  La-la-la-la-la-la-la-ee-yay Oh, la-la-la-la-la-la-la-ee-yay Oh, la-la-la-la-la-la, oh, la-la-la-la (Oh, oh! Oh, oh!) Ooh, la-la-la-la-la-la-la La-la-la-la-la-la-la-ee-yay Oh, la-la-la-la-la-la-ee-yay Oh, la-la-la-la-la, ooh, la-la-la-la-la (Oh, oh! Oh, oh!) Oh, la-la-la-la La-la-la-la-la-la-la-ee-yay    Belligerent ghouls run Manchester schools Spineless bastards, all    Sir leads the troops, jealous of youth Same old jokes since 1902 He does the military two-step Down the nape of my neck    I want to go home I don't want to stay Give up life As a bad mistake   Please excuse me from gym I've got this terrible cold coming on He grabs and devours, he kicks me in the showers Kicks me in the showers and he grabs and devours    I want to go home I don't want to stay  ","['Belligerent', 'ghouls', 'run', 'Manchester', 'schools', 'Spineless', 'swines', ',', 'cemented', 'minds', 'Sir', 'leads', 'troops', ',', 'jealous', 'youth', 'old', 'suit', 'since', '1962', 'military', 'two-step', 'nape', 'neck', 'want', 'go', 'home', ""n't"", 'want', 'stay', 'Give', 'education', 'bad', 'mistake', 'Mid-week', 'playing', 'fields', 'Sir', 'thwacks', 'knees', 'Knees', 'groin', ',', 'elbow', 'face', 'Bruises', 'bigger', 'dinner', 'plates', 'want', 'go', 'home', ""n't"", 'want', 'stay', 'might', 'also', 'like', 'La-la-la-la-la-la-la-ee-yay', 'Oh', ',', 'la-la-la-la-la-la-la-ee-yay', 'Oh', ',', 'la-la-la-la-la-la', ',', 'oh', ',', 'la-la-la-la', '(', 'Oh', ',', 'oh', '!', 'Oh', ',', 'oh', '!', ')', 'Ooh', ',', 'la-la-la-la-la-la-la', 'La-la-la-la-la-la-la-ee-yay', 'Oh', ',', 'la-la-la-la-la-la-ee-yay', 'Oh', ',', 'la-la-la-la-la', ',', 'ooh', ',', 'la-la-la-la-la', '(', 'Oh', ',', 'oh', '!', 'Oh', ',', 'oh', '!', ')', 'Oh', ',', 'la-la-la-la', 'La-la-la-la-la-la-la-ee-yay', 'Belligerent', 'ghouls', 'run', 'Manchester', 'schools', 'Spineless', 'bastards', ',', 'Sir', 'leads', 'troops', ',', 'jealous', 'youth', 'old', 'jokes', 'since', '1902', 'military', 'two-step', 'nape', 'neck', 'want', 'go', 'home', ""n't"", 'want', 'stay', 'Give', 'life', 'bad', 'mistake', 'Please', 'excuse', 'gym', ""'ve"", 'got', 'terrible', 'cold', 'coming', 'grabs', 'devours', ',', 'kicks', 'showers', 'Kicks', 'showers', 'grabs', 'devours', 'want', 'go', 'home', ""n't"", 'want', 'stay']",Sorrow,"{'Love': 0, 'Death': 0, 'Joy': 0, 'Sorrow': 2}",Sorrow,"{'Love': 0, 'Death': 0, 'Joy': 0, 'Sorrow': 0}",-0.9606,-0.9575,Sorrow
Meat Is Murder,The Smiths,1986-06-16,36,Rusholme Ruffians,260133,False,2," The last night of the fair By the big wheel generator A boy is stabbed and his money is grabbed And the air hangs heavy like a dulling wine She is famous, she is funny An engagement ring doesn't mean a thing To a mind consumed by brass money    And though I walk home alone I might walk home alone But my faith in love is still devout    The last night of the fair From a seat on a whirling waltzer Her skirt ascends for a watching eye It's a hideous trait on her mother's side From a seat on a whirling waltzer Her skirt ascends for a watching eye It's a hideous trait on her mother's side    And though I walk home alone I might walk home alone But my faith in love is still devout You might also like  Then someone falls in love And someone's beaten up Someone's beaten up And the senses being dulled are mine And someone falls in love And someone's beaten up And the senses being dulled are mine    And though I walk home alone I might walk home alone But my faith in love is still devout    This is the last night of the fair And the grease in the hair Of a speedway operator Is all a tremulous heart requires A schoolgirl is denied She said, ""How quickly would I die If I jumped from the top of the parachutes?"" (La-la-la, la-la-la, la-la-la, la-la-la-la) This is the last night of the fair And the grease in the hair Of a speedway operator Is all a tremulous heart requires A schoolgirl is denied She said: ""How quickly would I die If I jumped from the top of the parachutes?"" (La-la-la, la-la-la, la-la-la, la)   So scratch my name on your arm With a fountain pen This means you really love me Scratch my name on your arm With a fountain pen This means you really love me (La-la-la, la-la-la)    And though I walk home alone I just might walk home alone But my faith in love is still devout I might walk home alone But my faith in love is still devout I might walk home alone But my faith in love is still devout (La-la-la, la-la-la, la-la-la) (La-la-la-la-la-la-la)  ","['last', 'night', 'fair', 'big', 'wheel', 'generator', 'boy', 'stabbed', 'money', 'grabbed', 'air', 'hangs', 'heavy', 'like', 'dulling', 'wine', 'famous', ',', 'funny', 'engagement', 'ring', ""n't"", 'mean', 'thing', 'mind', 'consumed', 'brass', 'money', 'though', 'walk', 'home', 'alone', 'might', 'walk', 'home', 'alone', 'faith', 'love', 'still', 'devout', 'last', 'night', 'fair', 'seat', 'whirling', 'waltzer', 'skirt', 'ascends', 'watching', 'eye', ""'s"", 'hideous', 'trait', 'mother', ""'s"", 'side', 'seat', 'whirling', 'waltzer', 'skirt', 'ascends', 'watching', 'eye', ""'s"", 'hideous', 'trait', 'mother', ""'s"", 'side', 'though', 'walk', 'home', 'alone', 'might', 'walk', 'home', 'alone', 'faith', 'love', 'still', 'devout', 'might', 'also', 'like', 'someone', 'falls', 'love', 'someone', ""'s"", 'beaten', 'Someone', ""'s"", 'beaten', 'senses', 'dulled', 'mine', 'someone', 'falls', 'love', 'someone', ""'s"", 'beaten', 'senses', 'dulled', 'mine', 'though', 'walk', 'home', 'alone', 'might', 'walk', 'home', 'alone', 'faith', 'love', 'still', 'devout', 'last', 'night', 'fair', 'grease', 'hair', 'speedway', 'operator', 'tremulous', 'heart', 'requires', 'schoolgirl', 'denied', 'said', ',', '``', 'quickly', 'would', 'die', 'jumped', 'top', 'parachutes', '?', ""''"", '(', 'La-la-la', ',', 'la-la-la', ',', 'la-la-la', ',', 'la-la-la-la', ')', 'last', 'night', 'fair', 'grease', 'hair', 'speedway', 'operator', 'tremulous', 'heart', 'requires', 'schoolgirl', 'denied', 'said', ':', '``', 'quickly', 'would', 'die', 'jumped', 'top', 'parachutes', '?', ""''"", '(', 'La-la-la', ',', 'la-la-la', ',', 'la-la-la', ',', 'la', ')', 'scratch', 'name', 'arm', 'fountain', 'pen', 'means', 'really', 'love', 'Scratch', 'name', 'arm', 'fountain', 'pen', 'means', 'really', 'love', '(', 'La-la-la', ',', 'la-la-la', ')', 'though', 'walk', 'home', 'alone', 'might', 'walk', 'home', 'alone', 'faith', 'love', 'still', 'devout', 'might', 'walk', 'home', 'alone', 'faith', 'love', 'still', 'devout', 'might', 'walk', 'home', 'alone', 'faith', 'love', 'still', 'devout', '(', 'La-la-la', ',', 'la-la-la', ',', 'la-la-la', ')', '(', 'La-la-la-la-la-la-la', ')']",Love,"{'Love': 12, 'Death': 2, 'Joy': 0, 'Sorrow': 10}",Love,"{'Love': 0, 'Death': 0, 'Joy': 0, 'Sorrow': 0}",0.9962,0.9922,Sorrow
Meat Is Murder,The Smiths,1986-06-16,36,I Want the One I Can't Have,193800,False,3," On the day that your mentality Decides to try to catch up with your biology Come round    'Cause I want the one I can't have And it's driving me mad It's all over, all over, all over my face    On the day that your mentality Catches up with your biology    I want the one I can't have And it's driving me mad It's all over, all over, all over my face    A double bed and a stalwart lover, for sure These are the riches of the poor A double bed and a stalwart lover, for sure These are the riches of the poor    And I want the one I can't have And it's driving me mad It's all over, all over my face You might also like  A tough kid who sometimes swallows nails Raised on Prisoner's Aid    He killed a policeman when he was thirteen And somehow that really impressed me And it's written all over my face    Oh, these are the riches of the poor These are the riches of the poor    I want the one I can't have And it's driving me mad It's written all over my face    On the day that your mentality Catches up with your biology  ","['day', 'mentality', 'Decides', 'try', 'catch', 'biology', 'Come', 'round', ""'Cause"", 'want', 'one', 'ca', ""n't"", ""'s"", 'driving', 'mad', ""'s"", ',', ',', 'face', 'day', 'mentality', 'Catches', 'biology', 'want', 'one', 'ca', ""n't"", ""'s"", 'driving', 'mad', ""'s"", ',', ',', 'face', 'double', 'bed', 'stalwart', 'lover', ',', 'sure', 'riches', 'poor', 'double', 'bed', 'stalwart', 'lover', ',', 'sure', 'riches', 'poor', 'want', 'one', 'ca', ""n't"", ""'s"", 'driving', 'mad', ""'s"", ',', 'face', 'might', 'also', 'like', 'tough', 'kid', 'sometimes', 'swallows', 'nails', 'Raised', 'Prisoner', ""'s"", 'Aid', 'killed', 'policeman', 'thirteen', 'somehow', 'really', 'impressed', ""'s"", 'written', 'face', 'Oh', ',', 'riches', 'poor', 'riches', 'poor', 'want', 'one', 'ca', ""n't"", ""'s"", 'driving', 'mad', ""'s"", 'written', 'face', 'day', 'mentality', 'Catches', 'biology']",Love,"{'Love': 0, 'Death': 0, 'Joy': 0, 'Sorrow': 0}",Love,"{'Love': 0, 'Death': 0, 'Joy': 0, 'Sorrow': 0}",0.4005,0.9662,Sorrow
Meat Is Murder,The Smiths,1986-06-16,36,What She Said,162573,False,4," What she said ""How come someone hasn't noticed that I'm dead And decided to bury me? God knows, I'm ready!"" La-la-la-la-la-la-la What she said was sad But then, all the rejection she's had To pretend to be happy could only be idiocy La-la-la-la-la-la-la-la But what she said Was not for the job or lover that she never had Oh-oh-oh-oh-oh-oh, oh-oh-oh No, no, no    What she read All heady books she'd sit and prophesise It took a tattooed boy from Birkenhead To really really open her eyes What she read All heady books she'd sit and prophesise It took a tattooed boy from Birkenhead To really really open her eyes What she said ""I smoke 'cause I'm hoping for an early death And I need to cling to something"" What she said ""I smoke 'cause I'm hoping for an early death And I need to cling to something"" No, no, no You might also like","['said', '``', 'come', 'someone', ""n't"", 'noticed', ""'m"", 'dead', 'decided', 'bury', '?', 'God', 'knows', ',', ""'m"", 'ready', '!', ""''"", 'La-la-la-la-la-la-la', 'said', 'sad', ',', 'rejection', ""'s"", 'pretend', 'happy', 'could', 'idiocy', 'La-la-la-la-la-la-la-la', 'said', 'job', 'lover', 'never', 'Oh-oh-oh-oh-oh-oh', ',', 'oh-oh-oh', ',', ',', 'read', 'heady', 'books', ""'d"", 'sit', 'prophesise', 'took', 'tattooed', 'boy', 'Birkenhead', 'really', 'really', 'open', 'eyes', 'read', 'heady', 'books', ""'d"", 'sit', 'prophesise', 'took', 'tattooed', 'boy', 'Birkenhead', 'really', 'really', 'open', 'eyes', 'said', '``', 'smoke', ""'cause"", ""'m"", 'hoping', 'early', 'death', 'need', 'cling', 'something', ""''"", 'said', '``', 'smoke', ""'cause"", ""'m"", 'hoping', 'early', 'death', 'need', 'cling', 'something', ""''"", ',', ',', 'might', 'also', 'like']",Death,"{'Love': 0, 'Death': 3, 'Joy': 1, 'Sorrow': 1}",Death,"{'Love': 0, 'Death': 0, 'Joy': 0, 'Sorrow': 0}",-0.5334,0.7983,Sorrow
