iter	Passed	Remaining
213	305956	1123745
214	306905	1120560
215	308129	1118394
216	309142	1115476
217	311022	1115686
218	312256	1113571
219	313243	1110591
220	314135	1107293
221	314991	1103889
222	315859	1100551
223	316770	1097384
224	317598	1093949
225	318543	1090940
226	319494	1087971
227	321334	1088026
228	322513	1085843
229	323701	1083694
230	324843	1081406
231	326086	1079458
232	327255	1077275
233	328277	1074616
234	329590	1072921
235	331443	1072977
236	332652	1070943
237	333706	1068420
238	334662	1065597
239	335480	1062354
240	336334	1059243
241	337276	1056428
242	338246	1053714
243	339364	1051474
244	342995	1056986
245	344117	1054732
246	345224	1052446
247	346415	1050422
248	347378	1047716
249	348494	1045482
250	349429	1042719
251	350684	1040920
252	352484	1040735
253	353630	1038615
254	354566	1035889
255	355635	1033566
256	356849	1031668
257	357866	1029212
258	358946	1026948
259	360061	1024790
260	361275	1022920
261	362237	1020348
262	364106	1020329
263	365248	1018269
264	366391	1016218
265	367466	1013985
266	368484	1011608
267	369575	1009438
268	370603	1007103
269	371873	1005436
270	372773	1002775
271	374669	1002791
272	375700	1000492
273	376656	998003
274	377537	995326
275	378429	992692
276	379345	990132
277	380242	987537
278	381163	985013
279	382349	983183
280	383602	981532
281	385145	980618
282	386143	978321
283	387049	975801
284	387944	973263
285	388832	970722
286	389738	968236
287	390729	965970
288	391657	963558
289	392839	961780
290	394296	960674
291	395631	959270
292	396652	957109
293	397564	954695
294	398418	952153
295	399266	949607
296	400243	947377
297	401185	945073
298	402106	942731
299	403397	941260
300	405310	941237
301	406384	939258
302	407274	936864
303	408127	934396
304	408957	931887
305	409813	929447
306	410696	927076
307	411584	924729
308	412424	922282
309	413475	920316
310	414767	918890
311	416101	917556
312	417029	915332
313	417916	913026
314	418738	910590
315	419615	908281
316	420435	905858
317	421417	903794
318	422455	901856
319	423695	900352
320	424978	898941
321	426570	898183
322	427611	896263
323	428541	894117
324	429496	892030
325	430515	890083
326	431401	887869
327	432354	885800
328	433325	883773
329	434330	881821
330	436219	881664
331	437361	879992
332	438330	877978
333	439221	875813
334	440082	873597
335	441005	871510
336	441912	869401
337	442813	867284
338	443782	865310
339	444735	863309
340	445605	861154
341	446771	859578
342	448069	858255
343	449726	857618
344	450645	855573
345	451605	853613
346	452469	851476
347	453334	849351
348	454237	847302
349	455156	845289
350	456032	843204
351	456902	841115
352	457890	839249
353	458913	837452
354	459784	835383
355	460819	833617
356	461996	832111
357	463452	831107
358	464484	829344
359	465493	827544
360	466335	825451
361	467204	823416
362	468073	821385
363	469024	819504
364	469885	817472
365	471012	815907
366	472054	814197
367	473894	813861
368	474917	812122
369	475834	810204
370	476656	808132
371	477478	806066
372	478336	804066
373	479178	802047
374	480043	800071
375	481138	798484
376	482200	796845
377	483972	796377
378	485033	794737
379	485966	792892
380	486808	790904
381	487754	789089
382	488688	787261
383	489627	785444
384	490495	783519
385	491413	781677
386	492503	780115
387	493854	778966
388	495311	777982
389	496303	776270
390	497459	774816
391	498337	772931
392	499221	771062
393	500099	769188
394	500945	767271
395	501774	765332
396	502646	763464
397	503713	761898
398	505580	761538
399	506673	760009
400	507607	758246
401	508474	756387
402	509307	754482
403	510230	752715
404	511195	751016
405	512304	749529
406	513712	748480
407	515658	748210
408	516856	746851
409	517931	745316
410	519224	744095
411	520242	742482
412	521270	740885
413	522316	739317
414	523478	737915
415	524552	736391
416	526419	735977
417	527750	734810
418	528874	733355
419	529946	731831
420	530941	730202
421	531983	728641
422	532875	726877
423	533781	725136
424	534619	723308
425	535486	721524
426	536402	719808
427	537228	717977
428	538080	716186
429	538942	714411
430	539828	712673
431	541214	711596
432	543233	711347
433	544354	709918
434	545249	708197
435	546084	706403
436	546976	704685
437	547896	703008
438	548802	701317
439	549684	699598
440	550538	697848
441	551525	696269
442	552526	694711
443	554093	693865
444	555306	692573
445	556232	690925
446	557105	689215
447	557970	687499
448	558830	685780
449	559698	684076
450	560573	682383
451	561418	680657
452	562256	678927
453	563088	677194
454	563974	675529
455	564823	673824
456	565665	672115
457	566521	670424
458	567352	668709
459	568190	667005
460	569015	665291
461	569872	663618
462	570798	662027
463	571641	660344
464	572482	658662
465	573301	656959
466	574160	655305
467	575040	653678
468	575895	652026
469	576756	650385
470	577581	648705
471	578468	647099
472	579324	645462
473	580165	643812
474	581008	642167
475	581824	640496
476	582664	638854
477	583509	637221
478	584595	635854
479	585481	634271
480	587391	633796
481	588444	632394
482	589353	630839
483	590246	629270
484	591096	627658
485	591930	626033
486	592777	624424
487	593655	622852
488	594537	621285
489	595517	619824
490	596783	618661
491	598312	617770
492	599208	616224
493	600084	614661
494	600965	613106
495	601837	611544
496	602709	609985
497	603939	608789
498	604884	607309
499	605951	605951
500	607015	604592
501	608657	603807
502	609634	602362
503	610541	600850
504	611457	599349
505	612326	597804
506	613169	596237
507	614003	594665
508	614866	593122
509	615858	591707
510	617089	590521
511	618803	589796
512	619897	588479
513	620844	587024
514	621736	585519
515	622645	584031
516	623567	582558
517	624471	581072
518	625354	579567
519	626385	578202
520	627385	576809
521	630458	577316
522	631966	576382
523	633389	575368
524	635046	574565
525	636143	573255
526	637083	571803
527	638064	570390
528	639468	569357
529	640730	568195
530	641717	566789
531	643013	565658
532	644287	564507
533	645389	563205
534	646516	561925
535	648645	561514
536	649919	560358
537	650991	559029
538	652110	557741
539	653228	556453
540	654487	555286
541	655507	553915
542	656457	552488
543	657379	551038
544	658334	549618
545	659252	548169
546	660340	546863
547	661413	545545
548	662536	544269
549	664454	543644
550	665566	542358
551	666507	540933
552	667415	539484
553	668302	538019
554	669196	536562
555	670199	535195
556	671180	533811
557	672023	532319
558	672890	530849
559	673788	529405
560	674724	527993
561	675563	526507
562	676747	525290
563	678586	524581
564	679928	523484
565	680886	522093
566	681901	520746
567	682754	519277
568	683640	517836
569	684524	516395
570	685370	514928
571	686217	513463
572	687234	512127
573	688814	511210
574	691961	511450
575	693635	510592
576	694732	509310
577	695685	507922
578	696582	506495
579	697469	505064
580	698362	503638
581	699540	502418
582	701216	501556
583	702395	500336
584	703359	498964
585	704250	497542
586	705085	496082
587	705939	494637
588	706866	493246
589	707740	491819
590	708596	490382
591	709680	489104
592	710665	487758
593	712404	486929
594	713495	485656
595	714374	484240
596	715223	482806
597	716122	481406
598	716954	479964
599	717819	478546
600	718660	477114
601	719548	475714
602	720514	474368
603	721638	473126
604	723119	472119
605	724122	470799
606	725030	469418
607	725875	467998
608	726757	466604
609	727915	465388
610	729323	464331
611	730707	463259
612	731704	461940
613	733429	461081
614	734483	459798
615	735355	458403
616	736229	457011
617	737112	455625
618	737969	454226
619	738806	452816
620	739679	451430
621	740607	450080
622	741562	448746
623	743239	447849
624	744373	446623
625	745305	445278
626	746176	443897
627	747034	442511
628	747868	441111
629	748693	439708
630	749519	438308
631	750372	436925
632	751404	435648
633	752409	434356
634	754138	433480
635	755288	432272
636	756230	430944
637	757134	429596
638	758000	428228
639	758825	426839
640	759714	425487
641	760621	424147
642	761495	422789
643	762305	421398
644	763135	420020
645	764004	418664
646	764825	417284
647	765771	415974
648	766661	414635
649	768551	413835
650	769674	412620
651	771261	411655
652	772475	410488
653	773430	409184
654	774329	407852
655	775216	406515
656	776090	405173
657	777240	403976
658	779118	403155
659	780180	401911
660	781085	400587
661	781969	399253
662	782834	397911
663	783870	396657
664	784958	395430
665	785948	394154
666	786889	392855
667	788052	391666
668	789991	390862
669	791133	389662
670	792180	388416
671	793019	387069
672	793876	385731
673	794722	384391
674	795628	383080
675	796494	381751
676	797437	380461
677	798304	379135
678	800078	378240
679	801224	377046
680	802089	375721
681	802958	374399
682	803836	373083
683	804686	371755
684	805541	370431
685	806387	369104
686	807333	367824
687	808195	366507
688	809074	365199
689	809950	363890
690	811010	362665
691	811908	361369
692	813644	360445
693	814758	359245
694	815678	357959
695	816525	356643
696	817390	355336
697	819274	354471
698	820851	353471
699	822334	352428
700	824022	351473
701	824996	350212
702	825924	348932
703	826775	347621
704	827630	346313
705	828454	344993
706	829355	343707
707	830227	342410
708	831185	341149
709	832180	339904
710	833978	338987
711	835124	337803
712	836064	336536
713	836943	335246
714	837755	333930
715	838654	332650
716	839548	331369
717	840382	330066
718	841244	328775
719	842436	327614
720	843803	326520
721	845343	325492
722	846272	324228
723	847217	322972
724	848138	321707
725	849057	320443
726	849920	319158
727	850852	317900
728	851684	316606
729	852740	315397
730	853603	314116
731	855398	313178
732	856475	311976
733	857393	310717
734	858229	309429
735	859086	308150
736	859962	306879
737	860884	305625
738	861749	304352
739	862827	303155
740	863774	301912
741	865694	301009
742	866745	299802
743	867606	298531
744	868453	297255
745	869322	295989
746	870130	294702
747	870969	293428
748	871829	292161
749	872809	290936
750	873852	289732
751	875662	288782
752	876717	287581
753	877897	286422
754	878873	285197
755	879760	283943
756	880596	282675
757	881497	281428
758	882349	280166
759	883465	278989
760	884578	277811
761	886711	276951
762	887858	275783
763	888809	274553
764	889707	273308
765	890579	272056
766	891440	270802
767	892317	269554
768	893190	268305
769	894094	267067
770	895056	265846
771	896560	264787
772	897794	263647
773	898716	262415
774	899610	261177
775	900472	259930
776	901325	258681
777	902255	257456
778	903095	256205
779	903950	254960
780	905000	253770
781	905941	252551
782	907980	251636
783	909210	250496
784	910830	249463
785	912031	248313
786	913100	247128
787	914096	245924
788	914994	244694
789	916191	243544
790	917309	242373
791	919213	241409
792	920584	240304
793	921684	239127
794	923034	238015
795	924081	236824
796	925139	235637
797	926117	234430
798	927256	233264
799	929215	232303
800	930363	231138
801	931245	229908
802	932092	228670
803	932953	227436
804	933811	226202
805	934715	224981
806	935622	223760
807	936467	222526
808	937475	221332
809	938429	220125
810	940115	219089
811	941282	217932
812	942324	216746
813	943248	215533
814	944128	214311
815	945000	213088
816	945981	211890
817	946963	210693
818	947816	209468
819	948782	208269
820	949690	207057
821	950714	205872
822	951719	204683
823	953476	203655
824	954661	202503
825	955617	201304
826	956501	200090
827	957347	198869
828	958188	197648
829	959116	196445
830	960000	195234
831	960894	194026
832	961986	192859
833	963216	191719
834	964815	190652
835	965867	189476
836	967047	188325
837	968819	187289
838	969815	186102
839	971029	184957
840	972084	183782
841	972949	182572
842	973852	181370
843	974722	180162
844	975593	178954
845	976792	177808
846	977692	176607
847	978558	175402
848	979404	174193
849	980280	172990
850	981163	171790
851	982012	170584
852	982848	169377
853	983709	168175
854	984551	166970
855	985373	165763
856	986210	164560
857	987074	163361
858	987918	162161
859	988775	160963
860	989652	159769
861	990524	158575
862	991446	157390
863	992332	156200
864	993199	155008
865	994164	153831
866	995168	152661
867	997027	151621
868	998119	150464
869	999019	149278
870	999928	148095
871	1000809	146907
872	1001690	145721
873	1002556	144533
874	1003397	143342
875	1004338	142166
876	1005302	140994
877	1006690	139881
878	1007963	138752
879	1008921	137580
880	1009815	136399
881	1010688	135216
882	1011535	134031
883	1012414	132850
884	1013283	131669
885	1014140	130487
886	1015239	129337
887	1016127	128160
888	1017969	127103
889	1019212	125970
890	1020142	124798
891	1021061	123626
892	1021962	122452
893	1022956	121290
894	1023921	120124
895	1024792	118949
896	1025891	117800
897	1027158	116670
898	1028670	115568
899	1029772	114419
900	1030773	113259
901	1031679	112089
902	1032529	110914
903	1033418	109743
904	1034328	108575
905	1035206	107405
906	1036153	106242
907	1037104	105081
908	1038794	103993
909	1040037	102860
910	1040921	101692
911	1041784	100523
912	1042649	99354
913	1043537	98188
914	1044380	97018
915	1045252	95852
916	1046241	94697
917	1047139	93535
918	1048685	92430
919	1049851	91291
920	1050758	90130
921	1051645	88967
922	1052474	87801
923	1053324	86637
924	1054162	85472
925	1055046	84312
926	1055924	83152
927	1056892	82000
928	1058229	80876
929	1059406	79740
930	1060470	78595
931	1061369	77438
932	1062220	76279
933	1063115	75123
934	1063967	73965
935	1064790	72806
936	1065682	71652
937	1066522	70495
938	1067567	69352
939	1068501	68202
940	1070094	67094
941	1071256	65958
942	1072185	64808
943	1073075	63657
944	1074104	62513
945	1075480	61391
946	1076569	60251
947	1077612	59109
948	1078826	57976
949	1080762	56882
950	1081825	55740
951	1082743	54592
952	1083589	53440
953	1084468	52290
954	1085307	51140
955	1086143	49989
956	1087020	48842
957	1088070	47702
958	1089047	46559
959	1090784	45449
960	1091917	44312
961	1092832	43168
962	1093707	42021
963	1094560	40875
964	1095379	39728
965	1096193	38582
966	1097013	37436
967	1097849	36292
968	1098881	35155
969	1099857	34016
970	1101618	32901
971	1102775	31767
972	1103713	30627
973	1104628	29487
974	1105505	28346
975	1106358	27205
976	1107291	26067
977	1108149	24927
978	1109022	23789
979	1109902	22651
980	1110742	21512
981	1111571	20375
982	1112523	19239
983	1113885	18111
984	1115414	16986
985	1116351	15850
986	1117270	14715
987	1118158	13580
988	1119058	12446
989	1119966	11312
990	1120831	10179
991	1121994	9048
992	1123064	7916
993	1125740	6795
994	1126817	5662
995	1127763	4529
996	1128721	3396
997	1129605	2263
998	1130435	1131
999	1131298	0
