iter	MultiClass
424	2.121931478
425	2.120757541
426	2.118759358
427	2.118042366
428	2.117286258
429	2.116264442
430	2.115113697
431	2.114308956
432	2.113615882
433	2.112768381
434	2.111844331
435	2.111531399
436	2.110416202
437	2.110068284
438	2.108669052
439	2.107247876
440	2.106040395
441	2.105785754
442	2.104494596
443	2.103865929
444	2.102484028
445	2.100976759
446	2.099728595
447	2.098503237
448	2.09720497
449	2.095905072
450	2.09470221
451	2.09348987
452	2.092564773
453	2.092033869
454	2.090959933
455	2.089787803
456	2.089556852
457	2.08907229
458	2.088291951
459	2.087558999
460	2.086582844
461	2.085789921
462	2.084320779
463	2.08377581
464	2.083620644
465	2.083481772
466	2.082398887
467	2.081412796
468	2.080514469
469	2.079039539
470	2.078812805
471	2.07829643
472	2.07726278
473	2.076304735
474	2.076029142
475	2.075801595
476	2.074856256
477	2.074430548
478	2.073353884
479	2.07256472
480	2.071697801
481	2.071002083
482	2.070280968
483	2.068436853
484	2.066987091
485	2.066817994
486	2.065903798
487	2.065129183
488	2.064924392
489	2.064628856
490	2.064201733
491	2.062060644
492	2.061509015
493	2.060966004
494	2.059627923
495	2.05822043
496	2.056933575
497	2.056264271
498	2.055356155
499	2.054409244
500	2.053318657
501	2.052589682
502	2.052410311
503	2.051417108
504	2.049939979
505	2.048613223
506	2.047905954
507	2.047706961
508	2.046191885
509	2.045162676
510	2.043978693
511	2.042770834
512	2.041578644
513	2.040596541
514	2.039844421
515	2.038731529
516	2.037911216
517	2.036862796
518	2.035824395
519	2.035617435
520	2.03451434
521	2.033692409
522	2.032706251
523	2.031016885
524	2.030409627
525	2.029002799
526	2.02780349
527	2.026422722
528	2.026170641
529	2.025558501
530	2.024430716
531	2.023518872
532	2.022491359
533	2.022344023
534	2.021711139
535	2.021560673
536	2.021386381
537	2.020560138
538	2.019921629
539	2.019795256
540	2.018659709
541	2.017552854
542	2.017310807
543	2.015914926
544	2.01509451
545	2.014081641
546	2.013147579
547	2.011861033
548	2.01032161
549	2.008762401
550	2.00763824
551	2.006485653
552	2.004978597
553	2.004153461
554	2.003196697
555	2.001915124
556	2.000622443
557	2.000425783
558	1.999478792
559	1.998227898
560	1.99747902
561	1.997285618
562	1.99631865
563	1.996156526
564	1.995443006
565	1.994767171
566	1.994511148
567	1.993747655
568	1.992371172
569	1.991106046
570	1.990927936
571	1.98993969
572	1.989703528
573	1.988621491
574	1.98721047
575	1.98622856
576	1.984922695
577	1.984786732
578	1.983988126
579	1.983051043
580	1.981821414
581	1.980885336
582	1.980645701
583	1.979389568
584	1.978666526
585	1.977712753
586	1.976744544
587	1.976549537
588	1.975512675
589	1.975010484
590	1.974242292
591	1.974053356
592	1.972704885
593	1.971423279
594	1.970242338
595	1.969805649
596	1.969186671
597	1.967971511
598	1.967404072
599	1.966633522
600	1.966488466
601	1.96571206
602	1.965194548
603	1.964946605
604	1.96364512
605	1.962593499
606	1.961305047
607	1.960510188
608	1.95964233
609	1.958546299
610	1.957289246
611	1.95637083
612	1.95623891
613	1.956066585
614	1.955091845
615	1.954926888
616	1.953682257
617	1.952133077
618	1.951159645
619	1.950364811
620	1.949655896
621	1.948791803
622	1.947529596
623	1.946591016
624	1.945638709
625	1.944521527
626	1.943390481
627	1.942302255
628	1.941882488
629	1.941352135
630	1.940849563
631	1.939780403
632	1.938801156
633	1.93742124
634	1.936572966
635	1.935941922
636	1.93497141
637	1.933575064
638	1.932746128
639	1.932566816
640	1.931630045
641	1.930342821
642	1.929193341
643	1.928612841
644	1.928025528
645	1.927799028
646	1.927554129
647	1.927422513
648	1.926803583
649	1.925971841
650	1.92427013
651	1.923713579
652	1.922549718
653	1.921184532
654	1.920573918
655	1.920063159
656	1.919209183
657	1.917972659
658	1.917430533
659	1.916541536
660	1.91528278
661	1.914683333
662	1.913719633
663	1.913576862
664	1.913464507
665	1.912763917
666	1.912063026
667	1.911313885
668	1.909938018
669	1.909163564
670	1.908067712
671	1.907756805
672	1.90717344
673	1.907012852
674	1.906247214
675	1.905422882
676	1.904676547
677	1.904062161
678	1.90267762
679	1.901045704
680	1.900512491
681	1.899881644
682	1.898525135
683	1.897382871
684	1.896371123
685	1.895882778
686	1.894849753
687	1.893758175
688	1.89250581
689	1.891431065
690	1.890301389
691	1.8893636
692	1.888798304
693	1.888682167
694	1.887984359
695	1.887162139
696	1.886219182
697	1.885501587
698	1.884503922
699	1.883350436
700	1.882499598
701	1.881607359
702	1.881082279
703	1.880172228
704	1.879300409
705	1.879143263
706	1.878373876
707	1.877225681
708	1.876103351
709	1.875110196
710	1.874637699
711	1.873717881
712	1.873199006
713	1.872425824
714	1.872177479
715	1.871627638
716	1.870620162
717	1.870067436
718	1.86993457
719	1.868698217
720	1.867944888
721	1.866502596
722	1.86560603
723	1.864305566
724	1.863275309
725	1.863105109
726	1.862019099
727	1.861496331
728	1.861319563
729	1.860243127
730	1.860131513
731	1.859458701
732	1.858338278
733	1.857355002
734	1.856756237
735	1.856029614
736	1.855077497
737	1.853868412
738	1.852745777
739	1.85259382
740	1.851873097
741	1.851060033
742	1.850097021
743	1.849970106
744	1.849324009
745	1.848069457
746	1.847699982
747	1.846898556
748	1.845845047
749	1.845283098
750	1.844338116
751	1.843737072
752	1.843222815
753	1.842250241
754	1.841370757
755	1.84021643
756	1.839528448
757	1.8381847
758	1.837305596
759	1.835819888
760	1.834939882
761	1.833807362
762	1.832964076
763	1.832834111
764	1.83213597
765	1.830854572
766	1.82998064
767	1.828954065
768	1.827534106
769	1.826675766
770	1.82543543
771	1.824296796
772	1.823578235
773	1.822698582
774	1.821870473
775	1.821151979
776	1.820045801
777	1.818166133
778	1.817535559
779	1.816457974
780	1.815608637
781	1.814792909
782	1.813841693
783	1.813701593
784	1.813240837
785	1.812319466
786	1.810456746
787	1.809818684
788	1.808681176
789	1.807441294
790	1.806719158
791	1.806018048
792	1.805494313
793	1.804654092
794	1.803687235
795	1.802982183
796	1.801875124
797	1.801156375
798	1.799992211
799	1.798843337
800	1.797840361
801	1.797072829
802	1.796896659
803	1.796038517
804	1.795307358
805	1.794431248
806	1.792931936
807	1.792350646
808	1.791711139
809	1.790623787
810	1.789376209
811	1.788424411
812	1.787128476
813	1.786200976
814	1.785175901
815	1.784499132
816	1.783665294
817	1.782832595
818	1.782614603
819	1.781645895
820	1.781508048
821	1.780443723
822	1.779722286
823	1.778641577
824	1.777374491
825	1.77607946
826	1.775041429
827	1.77424533
828	1.773663844
829	1.772583797
830	1.771573391
831	1.770651582
832	1.769885061
833	1.76893234
834	1.768097248
835	1.76737811
836	1.766243055
837	1.765343227
838	1.764771459
839	1.764136294
840	1.763658772
841	1.762708727
842	1.762044393
843	1.761198568
844	1.760584072
845	1.759491561
846	1.75879059
847	1.757988444
848	1.757856394
849	1.757113008
850	1.755503949
851	1.754736305
852	1.754512236
853	1.753071773
854	1.752953885
855	1.752147814
856	1.751416624
857	1.750347366
858	1.749599475
859	1.748667901
860	1.747457249
861	1.745951697
862	1.744297412
863	1.743347837
864	1.742405023
865	1.74186582
866	1.74098428
867	1.740055672
868	1.739109233
869	1.738183894
870	1.737039681
871	1.736111652
872	1.735200463
873	1.734216687
874	1.73350933
875	1.732541378
876	1.731707979
877	1.730490469
878	1.729979763
879	1.728986781
880	1.728016953
881	1.72729894
882	1.726459297
883	1.725702058
884	1.725208007
885	1.724346314
886	1.723638948
887	1.723089296
888	1.722530557
889	1.721389204
890	1.720515258
891	1.719306007
892	1.719161129
893	1.717852963
894	1.717301101
895	1.716606728
896	1.715590277
897	1.714493362
898	1.713592864
899	1.712493549
900	1.71142906
901	1.710700056
902	1.709881664
903	1.708630724
904	1.707422493
905	1.70642438
906	1.705264155
907	1.704412195
908	1.70336393
909	1.702216314
910	1.702068544
911	1.701231078
912	1.700171202
913	1.69957072
914	1.698954677
915	1.69805754
916	1.696840681
917	1.695999753
918	1.694848167
919	1.694074509
920	1.693076077
921	1.692382812
922	1.692176248
923	1.691472082
924	1.690705234
925	1.689691762
926	1.688609026
927	1.688172347
928	1.687663553
929	1.687052557
930	1.685644766
931	1.68501244
932	1.684552471
933	1.68331377
934	1.682347302
935	1.682222219
936	1.681047954
937	1.680456695
938	1.679709084
939	1.679332868
940	1.678365585
941	1.677136934
942	1.676024365
943	1.675387187
944	1.674446358
945	1.673838798
946	1.673227968
947	1.672675188
948	1.671787051
949	1.670450163
950	1.669929792
951	1.668987603
952	1.668418183
953	1.667064332
954	1.666645693
955	1.666211188
956	1.665561019
957	1.664823257
958	1.664079291
959	1.663674046
960	1.662641666
961	1.661850586
962	1.661060071
963	1.660202586
964	1.659991834
965	1.659857907
966	1.65977492
967	1.659218194
968	1.658372555
969	1.658288082
970	1.657106028
971	1.656202541
972	1.655427013
973	1.654344106
974	1.653575904
975	1.653440799
976	1.652225649
977	1.651235064
978	1.650438658
979	1.649434309
980	1.648922669
981	1.648772219
982	1.648214596
983	1.646881458
984	1.645788062
985	1.645401159
986	1.644873709
987	1.644325449
988	1.643230525
989	1.642459755
990	1.64189872
991	1.641409815
992	1.639791949
993	1.638770302
994	1.637830206
995	1.637370202
996	1.636626398
997	1.635902496
998	1.635715303
999	1.634949976
