week,game_id,away,home,home_ppg,away_ppg,home_yards_ppa,away_yards_ppa,home_ypg,away_ypg,home_tom,away_tom,home_oypg,away_oypg,home_rpf,away_rpr
15,224,LA Rams,Green Bay,20.5,16.4,7,6.5,345.6,273.9,-0.2,-0.4,334,331.6,153.98,137.3
16,225,Jacksonville,NY Jets,18.9,23.5,6.7,7,329.5,367.7,-0.3,0.3,309.3,361.1,144.88,164.52
16,226,Buffalo,Chicago,20.2,28,7.2,7.4,316.3,402.3,0,0,360.3,317.7,153.76,164.4
16,227,Seattle,Kansas City,29.2,24.3,8.1,7.6,420.6,348.5,-0.3,0,332.9,373.4,172.68,164.44
16,228,Cincinnati,New England,21.2,26.1,7.2,7.6,317.2,367.4,0.3,0.2,320.9,332.3,146.32,160.4
16,229,Detroit,Carolina,20.9,26.1,7.1,7.6,306.9,375.5,-0.1,0.2,344.7,409.9,148.68,177.54
16,230,NY Giants,Minnesota,25.2,20.7,7,6.8,354.5,333.2,0.4,0.1,402.3,366.3,170.48,157.66
16,231,Houston,Tennessee,17.9,16.9,7.3,6.3,294.4,278.9,-0.2,-0.1,359.7,381.1,148.96,147.96
16,232,New Orleans,Cleveland,21.5,20.2,6.7,7.7,355.1,337.1,-0.2,-0.8,335.9,322.4,155.86,151.18
16,233,Atlanta,Baltimore,21.4,21,6.6,7.1,342.3,315.8,0.5,-0.2,327,373,151.44,156.12
16,234,Washington,San Francisco,25,19,7.8,6.8,363.4,336.4,0.5,-0.2,290.3,313,151.44,147.24
16,235,Philadelphia,Dallas,28.9,29.7,7.3,8.2,366.1,397.3,0.8,0.6,332.5,301.9,160.26,162.3
16,236,Las Vegas,Pittsburgh,17.6,23.2,6.4,7,320,347.6,0.1,-0.3,338,360.9,147.94,160.28
16,237,Green Bay,Miami,24.3,20.9,8.5,6.9,370.8,342.6,-0.3,0,353.8,336.8,166.72,153.86
16,238,Denver,LA Rams,18.7,15.5,6.6,6.9,281.5,316.6,-0.1,-0.1,331,314.3,139.42,143.06
16,239,Tampa Bay,Arizona,20.5,17.7,5.9,6.2,327,346.3,-0.1,-0.3,354.8,315.4,152.24,148.22
16,240,LA Chargers,Indianapolis,16.5,22.1,6.5,6.7,309.9,355,-0.9,0.3,328.3,342.4,143.76,157.36
17,241,Dallas,Tennessee,17.6,28.8,7.1,7.3,295.8,365.8,-0.1,0.7,359.8,331.5,148.82,159.96
17,242,Denver,Kansas City,29.1,16,8.1,6.8,417.7,316,-0.3,-0.1,331.3,318,171.76,143.58
17,243,New Orleans,Philadelphia,28.4,20.2,8.3,7.8,392,335.6,0.6,-0.8,302.6,321.8,161.32,150.96
17,244,Jacksonville,Houston,16.1,24,6.2,7,278.8,365.8,-0.1,0.3,378.4,355.9,147.04,163.2
17,245,Indianapolis,NY Giants,21.8,16.1,6.8,6.4,337,306.3,0.1,-0.8,359.2,332.4,157.22,143.6
17,246,Chicago,Detroit,27.1,19.6,7.6,7,383.6,310.9,0.3,-0.1,398.7,369.3,177.14,153.94
17,247,Carolina,Tampa Bay,18.5,21.1,6.4,7.2,354.5,312.7,-0.1,-0.2,320.7,353.1,151.52,151.74
17,248,Miami,New England,21.3,24.1,7.1,8.3,312.9,368.4,0.4,-0.4,321.7,347.3,145.46,164.48
17,249,Cleveland,Washington,18.4,21.7,6.8,6.8,331.6,351.7,-0.4,0,312.3,331.1,145.98,154.5
17,250,Arizona,Atlanta,20.9,20.4,7,5.9,314.7,327.8,-0.3,-0.1,370.9,351.3,155.24,151.68
17,251,San Francisco,Las Vegas,23.9,25.8,7.2,7.9,357.1,369.1,-0.4,0.6,366.7,303.4,163.86,155.58
17,252,NY Jets,Seattle,24.3,18.1,7.5,6.6,348.4,326.4,0.2,-0.4,367.5,311.6,163.08,144.34
17,253,Minnesota,Green Bay,22.1,24.7,6.9,7,340.9,353.9,0.3,0.1,337.4,396.8,153.94,169.1
17,254,LA Rams,LA Chargers,22.7,18.2,6.7,6.7,359.8,281.3,0.3,-0.1,338.3,337.3,157.62,140.74
17,255,Pittsburgh,Baltimore,20.9,17.5,6.6,6.4,335.9,321.9,0.4,0.2,328.5,331.9,150.34,147.1
17,256,Buffalo,Cincinnati,26.1,28,7.6,7.4,367.4,402.3,0.2,0,332.3,317.7,160.4,164.4
18,257,Kansas City,Las Vegas,23.2,29.2,7.1,8.1,352.5,413.6,-0.5,-0.2,365.6,328.2,162.36,170.36
18,258,Tennessee,Jacksonville,23.8,17.5,7,7.1,357.4,296.8,0.3,-0.2,353.3,351.6,160.96,147.34
18,259,Tampa Bay,Atlanta,21.5,18.4,7.1,6.3,318.6,346.7,-0.2,-0.1,362.1,324.3,154.6,150.46
18,260,New England,Buffalo,28.4,21.4,7.5,7.1,397.6,314.6,0,0.4,319.1,322,164.02,145.88
18,261,Minnesota,Chicago,19.2,24.9,6.9,7.2,307.8,361.5,-0.1,0.1,375.9,388.7,154.36,169.44
18,262,Baltimore,Cincinnati,26.1,20.6,7.4,6.6,360.5,338.8,0.4,0.2,335.7,324.3,159.34,149.98
18,263,Houston,Indianapolis,17,17,6.4,6.3,311.6,283.5,-0.8,-0.1,334,379.5,145.16,148.58
18,264,NY Jets,Miami,23.4,17.4,8.2,6.4,364.5,318.2,-0.4,-0.4,337.8,311.1,161.46,142.06
18,265,Carolina,New Orleans,19.4,20.4,7.8,7.1,333.8,306.2,-0.6,-0.2,314.8,350.2,149.08,149.52
18,266,Cleveland,Pittsburgh,18.1,21.2,6.4,6.9,322.6,349.1,0.2,-0.1,330.4,331.2,147.06,154.08
18,267,LA Chargers,Denver,16.9,23,7,6.7,325.1,359.3,-0.1,0.3,320,346.1,146.38,159.14
18,268,NY Giants,Philadelphia,28.1,21.5,8.1,6.6,389.1,333.9,0.5,0.2,301.5,358.2,160.04,155.96
18,269,Arizona,San Francisco,26.5,20,7.9,6,365.6,323.5,0.8,-0.3,300.6,348.9,154.5,150.42
18,270,LA Rams,Seattle,23.9,18.1,7.5,6.6,351.5,280.5,0.1,-0.1,361.7,341.1,162.44,141.12
18,271,Dallas,Washington,18.9,27.5,6.8,7,330.3,354.9,-0.3,0.6,304.6,330.2,144.3,156.64
18,272,Detroit,Green Bay,21.8,26.6,6.9,7.6,337.9,380,0.1,0.4,336.5,392.4,153.06,175.08
